Airline,Verified,Type of Traveller,Class,Seat Comfort,Staff Service,Food & Beverages,Inflight Entertainment,Value For Money,Overall Rating,Recommended,Sentiment,Season,Continent_Route
Qatar Airways,False,Couple Leisure,Business Class,5,5,5,5,3,8,no,Positive,Winter,Asia to Europe
Qatar Airways,True,Business,Business Class,5,3,5,3,4,10,yes,Positive,Winter,Africa to Asia
Qatar Airways,True,Solo Leisure,Economy Class,5,5,1,3,5,9,yes,Positive,Winter,America to Asia
Qatar Airways,True,Solo Leisure,Business Class,5,5,5,4,5,7,yes,Positive,Winter,Asia to Europe
Qatar Airways,False,Solo Leisure,Economy Class,4,3,3,5,3,8,yes,Positive,Autumn,Europe to Asia
Qatar Airways,True,Business,Business Class,5,5,4,4,5,8,yes,Positive,Autumn,Europe to Asia
Qatar Airways,False,Solo Leisure,Business Class,5,3,5,5,5,4,yes,Positive,Autumn,Asia to Asia
Qatar Airways,True,Business,Economy Class,4,5,4,2,3,9,no,Positive,Spring,Asia to Asia
Qatar Airways,True,Solo Leisure,Business Class,5,5,5,5,3,10,yes,Positive,Autumn,Oceania to Asia
Qatar Airways,True,Solo Leisure,Economy Class,5,2,2,5,5,5,yes,Positive,Autumn,Asia to Unknown
Qatar Airways,False,Solo Leisure,Business Class,4,5,5,4,2,6,yes,Positive,Autumn,Europe to Asia
Qatar Airways,True,Couple Leisure,Economy Class,5,3,5,4,4,9,no,Positive,Autumn,Asia to Europe
Qatar Airways,True,Couple Leisure,Business Class,4,5,3,4,5,10,yes,Positive,Autumn,Europe to Asia
Qatar Airways,False,Solo Leisure,Business Class,2,2,4,4,5,7,yes,Positive,Autumn,Europe to Europe
Qatar Airways,True,Solo Leisure,Economy Class,3,5,4,3,4,9,yes,Negative,Autumn,Europe to Asia
Qatar Airways,True,Family Leisure,Economy Class,4,3,5,5,5,9,yes,Positive,Autumn,Africa to Asia
Qatar Airways,False,Solo Leisure,Economy Class,5,1,5,3,5,9,yes,Positive,Autumn,America to Asia
Qatar Airways,True,Business,Business Class,2,5,5,5,5,10,yes,Positive,Autumn,Asia to Asia
Qatar Airways,False,Couple Leisure,Business Class,5,5,3,4,5,10,yes,Positive,Autumn,Europe to Asia
Qatar Airways,False,Couple Leisure,Business Class,4,4,3,3,5,6,yes,Positive,Autumn,Asia to Europe
Qatar Airways,False,Solo Leisure,Business Class,4,5,5,5,5,10,yes,Positive,Autumn,Asia to Asia
Qatar Airways,False,Solo Leisure,First Class,4,3,4,1,5,8,yes,Positive,Autumn,North America to Asia
Qatar Airways,True,Business,Business Class,5,5,3,5,4,6,yes,Negative,Autumn,Asia to Europe
Qatar Airways,True,Solo Leisure,Economy Class,3,5,4,4,3,7,yes,Positive,Autumn,Europe to Asia
Qatar Airways,True,Business,Economy Class,5,4,5,4,3,9,yes,Positive,Autumn,America to Asia
Qatar Airways,True,Solo Leisure,Business Class,5,3,5,3,3,10,yes,Positive,Spring,America to Asia
Qatar Airways,False,Couple Leisure,Business Class,2,5,3,5,5,10,yes,Positive,Autumn,Europe to Europe
Qatar Airways,False,Couple Leisure,Economy Class,3,5,4,4,5,4,yes,Positive,Summer,Asia to Africa
Qatar Airways,False,Business,Business Class,3,4,5,5,2,9,no,Positive,Autumn,Asia to Africa
Qatar Airways,True,Solo Leisure,Business Class,5,5,3,2,5,1,yes,Positive,Autumn,Asia to Europe
Qatar Airways,False,Solo Leisure,Economy Class,4,5,3,5,1,7,no,Positive,Summer,Oceania to Europe
Qatar Airways,False,Solo Leisure,Economy Class,5,5,5,4,2,9,yes,Negative,Autumn,Europe to Europe
Qatar Airways,True,Couple Leisure,Economy Class,4,5,3,3,5,7,yes,Positive,Autumn,Asia to Europe
Qatar Airways,False,Couple Leisure,Economy Class,4,5,4,5,5,9,yes,Positive,Autumn,Asia to Europe
Qatar Airways,True,Couple Leisure,Business Class,1,4,4,4,5,9,yes,Positive,Autumn,Europe to Asia
Qatar Airways,False,Couple Leisure,Business Class,5,5,5,5,4,8,yes,Negative,Autumn,Asia to Europe
Qatar Airways,False,Business,Economy Class,5,5,3,5,4,10,yes,Positive,Autumn,Europe to Europe
Qatar Airways,False,Solo Leisure,Business Class,1,5,5,4,5,6,yes,Positive,Autumn,Europe to Europe
Qatar Airways,True,Business,Economy Class,5,4,4,4,4,10,yes,Positive,Autumn,Asia to Asia
Qatar Airways,False,Solo Leisure,First Class,5,3,3,3,5,10,yes,Positive,Autumn,Asia to Asia
Qatar Airways,True,Couple Leisure,Business Class,5,5,3,5,5,6,yes,Positive,Autumn,Asia to America
Qatar Airways,True,Couple Leisure,Economy Class,5,5,3,3,5,8,yes,Positive,Autumn,Europe to Europe
Qatar Airways,False,Couple Leisure,Economy Class,1,5,5,4,3,7,no,Negative,Autumn,Europe to Europe
Qatar Airways,False,Solo Leisure,Economy Class,4,3,4,5,1,10,no,Positive,Summer,Europe to Asia
Qatar Airways,True,Solo Leisure,Business Class,4,5,4,3,3,1,no,Positive,Autumn,Europe to Asia
Qatar Airways,True,Solo Leisure,Economy Class,5,2,4,4,1,9,no,Positive,Autumn,Asia to America
Qatar Airways,False,Solo Leisure,Economy Class,1,5,3,3,5,10,yes,Positive,Summer,Europe to Asia
Qatar Airways,True,Couple Leisure,Business Class,5,5,4,3,1,10,no,Positive,Summer,Asia to Europe
Qatar Airways,False,Couple Leisure,Economy Class,5,5,3,5,5,9,yes,Positive,Summer,Europe to Asia
Qatar Airways,True,Business,Business Class,5,5,1,4,5,9,yes,Positive,Summer,Asia to America
Qatar Airways,False,Family Leisure,Economy Class,3,5,5,4,5,6,yes,Positive,Summer,Europe to Asia
Qatar Airways,False,Solo Leisure,Economy Class,4,5,2,5,5,10,yes,Positive,Spring,Europe to Asia
Qatar Airways,True,Solo Leisure,Economy Class,2,5,5,4,4,3,yes,Positive,Summer,Europe to Europe
Qatar Airways,False,Couple Leisure,Economy Class,5,5,5,3,5,10,no,Positive,Summer,Asia to Asia
Qatar Airways,True,Solo Leisure,Economy Class,4,5,3,4,5,8,yes,Positive,Spring,America to Africa
Qatar Airways,False,Business,Economy Class,2,5,4,4,5,8,yes,Positive,Summer,Asia to America
Qatar Airways,False,Solo Leisure,Economy Class,5,1,3,3,4,10,no,Negative,Summer,Asia to Europe
Qatar Airways,True,Couple Leisure,Economy Class,4,4,3,5,5,10,yes,Positive,Summer,Europe to Asia
Qatar Airways,True,Business,Economy Class,4,5,3,5,5,9,yes,Positive,Summer,Europe to Asia
Qatar Airways,False,Business,Economy Class,5,4,5,5,5,1,yes,Positive,Summer,Asia to Asia
Qatar Airways,False,Solo Leisure,Economy Class,5,5,5,4,4,8,no,Negative,Summer,Europe to Oceania
Qatar Airways,False,Family Leisure,Economy Class,5,5,1,3,5,9,yes,Positive,Autumn,Unknown to Unknown
Qatar Airways,True,Solo Leisure,Economy Class,4,4,3,5,5,10,yes,Positive,Summer,Asia to Asia
Qatar Airways,True,Solo Leisure,Business Class,4,5,2,4,5,8,yes,Positive,Summer,Europe to Asia
Qatar Airways,False,Solo Leisure,Economy Class,5,5,5,4,4,5,yes,Positive,Summer,Europe to Asia
Qatar Airways,False,Family Leisure,Economy Class,3,5,3,5,4,9,yes,Positive,Summer,Asia to Europe
Qatar Airways,True,Solo Leisure,Business Class,4,4,4,5,5,10,yes,Positive,Summer,Asia to Asia
Qatar Airways,True,Solo Leisure,Business Class,1,3,3,3,5,8,yes,Positive,Summer,Asia to Europe
Qatar Airways,True,Business,Business Class,5,2,1,3,5,3,yes,Positive,Summer,Europe to Asia
Qatar Airways,True,Couple Leisure,Economy Class,4,5,4,5,2,10,no,Positive,Summer,Asia to Europe
Qatar Airways,True,Couple Leisure,Business Class,4,5,4,5,4,9,yes,Positive,Summer,Europe to Asia
Qatar Airways,False,Couple Leisure,Business Class,5,1,4,4,5,6,yes,Positive,Summer,Africa to Europe
Qatar Airways,False,Couple Leisure,Business Class,2,4,5,3,4,8,no,Positive,Summer,Asia to Asia
Qatar Airways,False,Couple Leisure,Economy Class,5,5,5,3,5,8,yes,Positive,Summer,America to Europe
Qatar Airways,False,Solo Leisure,Business Class,4,5,4,5,4,9,yes,Positive,Summer,Asia to Europe
Qatar Airways,False,Business,Business Class,5,5,5,4,5,8,yes,Positive,Summer,Asia to Europe
Qatar Airways,True,Solo Leisure,Economy Class,4,1,3,4,5,3,yes,Positive,Summer,Europe to Asia
Qatar Airways,True,Couple Leisure,Economy Class,3,5,5,4,3,10,no,Positive,Summer,Asia to North America
Qatar Airways,False,Couple Leisure,Business Class,3,4,5,5,5,7,yes,Positive,Spring,Oceania to Europe
Qatar Airways,False,Solo Leisure,Business Class,5,5,3,4,1,10,no,Positive,Summer,Asia to Europe
Qatar Airways,False,Business,Business Class,3,5,4,5,5,9,yes,Positive,Summer,Europe to Asia
Qatar Airways,False,Solo Leisure,Business Class,4,5,4,3,5,9,yes,Positive,Summer,Europe to Asia
Qatar Airways,False,Business,Economy Class,1,2,4,3,2,8,no,Negative,Summer,Europe to Asia
Qatar Airways,False,Solo Leisure,Economy Class,4,5,4,4,5,4,yes,Positive,Summer,Europe to Asia
Qatar Airways,True,Couple Leisure,Economy Class,1,3,5,3,3,9,no,Positive,Spring,America to Africa
Qatar Airways,False,Business,Business Class,2,5,5,5,4,6,yes,Positive,Spring,Asia to North America
Qatar Airways,False,Business,Business Class,4,5,5,4,3,9,yes,Positive,Spring,Europe to America
Qatar Airways,True,Business,Economy Class,3,5,4,4,5,6,yes,Positive,Spring,Asia to Europe
Qatar Airways,False,Solo Leisure,Business Class,3,4,3,3,4,8,no,Positive,Spring,Europe to Asia
Qatar Airways,False,Family Leisure,Economy Class,3,5,2,5,5,10,yes,Positive,Spring,Asia to Europe
Qatar Airways,False,Family Leisure,Economy Class,3,4,5,4,5,9,yes,Positive,Winter,Europe to Asia
Qatar Airways,True,Solo Leisure,Business Class,5,5,1,4,4,1,yes,Positive,Spring,Europe to Oceania
Qatar Airways,False,Solo Leisure,Business Class,4,4,5,5,2,7,no,Positive,Spring,Oceania to Europe
Qatar Airways,False,Solo Leisure,Business Class,5,5,5,5,4,4,yes,Positive,Spring,Asia to Oceania
Qatar Airways,True,Solo Leisure,Business Class,5,5,5,4,2,6,no,Negative,Spring,Europe to Asia
Qatar Airways,True,Solo Leisure,Business Class,5,4,3,4,4,6,yes,Positive,Spring,Asia to Asia
Qatar Airways,False,Solo Leisure,Business Class,4,5,5,5,5,6,yes,Positive,Spring,Asia to Asia
Qatar Airways,True,Business,Business Class,5,4,3,5,3,9,yes,Positive,Spring,Asia to Asia
Qatar Airways,False,Couple Leisure,Business Class,2,5,1,1,5,10,yes,Positive,Spring,Europe to Asia
Qatar Airways,False,Couple Leisure,Business Class,4,4,5,3,5,1,yes,Positive,Spring,Europe to Oceania
Qatar Airways,True,Couple Leisure,Business Class,4,2,2,5,1,1,no,Positive,Spring,Europe to Oceania
Qatar Airways,True,Family Leisure,Business Class,5,4,5,5,1,1,no,Positive,Spring,America to Asia
Qatar Airways,True,Family Leisure,Economy Class,5,4,2,5,1,8,no,Positive,Spring,Oceania to Europe
Qatar Airways,False,Couple Leisure,Economy Class,4,5,5,5,5,5,yes,Positive,Spring,Asia to Europe
Qatar Airways,True,Solo Leisure,Economy Class,3,5,5,4,5,6,yes,Positive,Spring,Asia to Europe
Qatar Airways,False,Solo Leisure,Business Class,3,5,5,4,3,9,yes,Positive,Spring,Europe to Asia
Qatar Airways,False,Solo Leisure,Economy Class,5,2,3,5,5,8,yes,Positive,Spring,America to Europe
Qatar Airways,False,Solo Leisure,Economy Class,5,5,3,3,5,7,yes,Positive,Spring,Oceania to Europe
Qatar Airways,False,Couple Leisure,Economy Class,5,5,4,4,3,8,no,Positive,Spring,Asia to Asia
Qatar Airways,False,Couple Leisure,Business Class,5,3,5,4,5,7,yes,Positive,Spring,America to Asia
Qatar Airways,True,Business,Business Class,3,3,3,5,4,10,yes,Positive,Spring,America to Asia
Qatar Airways,False,Solo Leisure,Economy Class,5,4,5,5,5,10,yes,Positive,Spring,Asia to Asia
Qatar Airways,True,Couple Leisure,Business Class,2,5,5,3,5,9,yes,Positive,Spring,Asia to Africa
Qatar Airways,True,Business,Business Class,1,5,5,4,4,6,yes,Positive,Spring,Europe to Asia
Qatar Airways,True,Solo Leisure,Economy Class,1,1,4,5,3,10,yes,Negative,Spring,Europe to Asia
Qatar Airways,False,Family Leisure,Economy Class,4,5,4,4,5,7,yes,Positive,Spring,Asia to Europe
Qatar Airways,False,Couple Leisure,Economy Class,4,4,5,5,5,9,yes,Positive,Spring,Europe to Asia
Qatar Airways,False,Couple Leisure,Economy Class,5,5,2,3,5,10,yes,Positive,Spring,Oceania to Europe
Qatar Airways,False,Business,Business Class,3,3,4,5,5,6,yes,Positive,Spring,Asia to Asia
Qatar Airways,False,Business,Business Class,5,5,5,5,3,2,no,Positive,Spring,Asia to Europe
Qatar Airways,False,Couple Leisure,Economy Class,2,5,5,5,3,6,no,Positive,Spring,Asia to Europe
Qatar Airways,False,Business,Business Class,1,4,5,4,3,9,yes,Positive,Spring,Europe to Asia
Qatar Airways,True,Solo Leisure,Business Class,5,5,4,4,5,10,yes,Positive,Spring,Asia to America
Qatar Airways,False,Solo Leisure,Economy Class,2,5,2,4,5,1,yes,Positive,Spring,Asia to Oceania
Qatar Airways,False,Business,Business Class,4,2,5,4,4,2,yes,Positive,Spring,Europe to Asia
Qatar Airways,True,Business,Business Class,4,3,3,5,3,7,no,Negative,Spring,Europe to Asia
Qatar Airways,True,Family Leisure,Economy Class,5,5,3,5,4,10,yes,Positive,Spring,America to Europe
Qatar Airways,True,Solo Leisure,Business Class,1,5,5,5,5,2,yes,Positive,Spring,Africa to Europe
Qatar Airways,True,Couple Leisure,Economy Class,5,5,3,5,2,3,no,Positive,Spring,Africa to Oceania
Qatar Airways,False,Solo Leisure,Business Class,5,5,2,5,4,9,no,Negative,Spring,Europe to Africa
Qatar Airways,True,Couple Leisure,Economy Class,5,4,3,3,3,10,no,Positive,Spring,Europe to Asia
Qatar Airways,False,Couple Leisure,Business Class,3,2,5,4,5,7,yes,Positive,Spring,Europe to Asia
Qatar Airways,True,Solo Leisure,Economy Class,5,5,4,4,5,10,yes,Positive,Winter,Europe to Oceania
Qatar Airways,False,Solo Leisure,Business Class,3,2,5,4,5,1,yes,Positive,Winter,Asia to Europe
Qatar Airways,False,Couple Leisure,Economy Class,5,5,4,5,1,10,no,Positive,Spring,South America to Asia
All Nippon Airways,False,Couple Leisure,Business Class,4,5,4,4,5,10,yes,Positive,Spring,Asia to Asia
All Nippon Airways,True,Business,Economy Class,5,1,5,3,2,3,no,Positive,Winter,Asia to America
All Nippon Airways,True,Solo Leisure,Premium Economy,1,5,1,5,1,1,no,Positive,Winter,America to Asia
All Nippon Airways,True,Couple Leisure,Premium Economy,5,5,5,5,5,10,yes,Negative,Winter,Asia to Oceania
All Nippon Airways,True,Family Leisure,Business Class,5,1,5,1,5,10,yes,Positive,Winter,Asia to Asia
All Nippon Airways,True,Solo Leisure,Economy Class,1,3,2,2,1,1,no,Negative,Autumn,Asia to Asia
All Nippon Airways,True,Business,Business Class,1,5,3,3,1,3,no,Negative,Winter,Asia to Europe
All Nippon Airways,True,Solo Leisure,Economy Class,5,5,5,5,5,10,yes,Positive,Autumn,Asia to Asia
All Nippon Airways,True,Family Leisure,Economy Class,5,4,3,4,5,10,yes,Positive,Autumn,Asia to Asia
All Nippon Airways,True,Couple Leisure,Economy Class,5,4,4,3,4,8,yes,Positive,Autumn,Oceania to Asia
All Nippon Airways,True,Couple Leisure,Economy Class,4,5,2,5,4,7,yes,Positive,Autumn,Asia to Europe
All Nippon Airways,True,Solo Leisure,Premium Economy,5,4,2,5,4,6,no,Negative,Autumn,America to Asia
All Nippon Airways,True,Couple Leisure,Business Class,3,5,5,5,3,7,no,Positive,Autumn,Asia to Europe
All Nippon Airways,True,Family Leisure,Economy Class,5,5,4,2,5,10,yes,Positive,Autumn,North America to Asia
All Nippon Airways,True,Business,Economy Class,4,1,5,1,5,10,yes,Negative,Autumn,Asia to Oceania
All Nippon Airways,True,Couple Leisure,First Class,3,5,2,5,1,1,no,Neutral,Autumn,Asia to Asia
All Nippon Airways,True,Solo Leisure,Business Class,5,3,1,3,5,10,yes,Positive,Autumn,Asia to North America
All Nippon Airways,True,Solo Leisure,Business Class,4,1,5,3,3,5,no,Positive,Summer,Asia to Europe
All Nippon Airways,True,Family Leisure,Business Class,3,5,2,3,1,2,no,Negative,Summer,Asia to America
All Nippon Airways,False,Couple Leisure,Economy Class,5,4,2,3,5,9,yes,Positive,Summer,Asia to Asia
All Nippon Airways,True,Couple Leisure,Economy Class,3,4,5,5,5,8,yes,Positive,Summer,Asia to Asia
All Nippon Airways,True,Business,Business Class,3,5,4,4,4,7,no,Positive,Summer,America to Oceania
All Nippon Airways,True,Business,Economy Class,4,5,1,3,4,9,yes,Positive,Summer,Asia to Europe
All Nippon Airways,True,Couple Leisure,Business Class,5,4,5,4,3,8,yes,Positive,Spring,America to Asia
All Nippon Airways,False,Family Leisure,Economy Class,3,1,5,5,1,1,no,Negative,Summer,Asia to North America
All Nippon Airways,True,Family Leisure,Premium Economy,4,5,5,5,2,3,no,Negative,Summer,America to Asia
All Nippon Airways,True,Couple Leisure,Economy Class,5,5,5,5,5,10,yes,Positive,Summer,Asia to Asia
All Nippon Airways,False,Family Leisure,Premium Economy,5,5,5,4,5,10,yes,Positive,Spring,North America to Asia
All Nippon Airways,True,Couple Leisure,Economy Class,5,5,4,3,5,10,yes,Positive,Spring,Asia to Asia
All Nippon Airways,True,Business,Business Class,4,5,5,3,4,5,yes,Positive,Spring,Asia to America
All Nippon Airways,True,Couple Leisure,Business Class,5,4,5,3,4,10,yes,Positive,Spring,America to Asia
All Nippon Airways,True,Solo Leisure,Economy Class,5,5,3,5,3,7,yes,Positive,Spring,Asia to Asia
All Nippon Airways,True,Solo Leisure,Premium Economy,5,5,5,4,5,10,yes,Positive,Spring,Asia to America
All Nippon Airways,True,Solo Leisure,Premium Economy,5,5,3,5,5,10,yes,Positive,Spring,Asia to Asia
All Nippon Airways,True,Couple Leisure,Business Class,5,5,5,5,4,8,yes,Positive,Spring,Asia to Europe
All Nippon Airways,True,Solo Leisure,Premium Economy,5,5,5,2,5,10,yes,Positive,Spring,Asia to Asia
All Nippon Airways,True,Solo Leisure,Premium Economy,5,2,3,4,5,10,yes,Positive,Spring,America to Asia
All Nippon Airways,True,Solo Leisure,Business Class,1,5,5,4,1,2,no,Negative,Winter,Asia to Europe
All Nippon Airways,False,Solo Leisure,Business Class,5,5,4,4,5,10,yes,Positive,Spring,America to Asia
All Nippon Airways,True,Solo Leisure,Economy Class,5,4,2,5,5,10,yes,Positive,Winter,Asia to Asia
All Nippon Airways,True,Family Leisure,Economy Class,4,5,4,3,5,10,yes,Positive,Autumn,Asia to Europe
All Nippon Airways,False,Family Leisure,Economy Class,3,5,5,5,5,8,yes,Positive,Winter,Asia to Asia
All Nippon Airways,True,Couple Leisure,Economy Class,5,4,4,4,4,4,no,Positive,Autumn,Asia to North America
All Nippon Airways,False,Solo Leisure,Economy Class,4,2,5,4,5,9,yes,Positive,Spring,America to Asia
All Nippon Airways,False,Solo Leisure,Economy Class,4,5,5,2,5,10,yes,Positive,Winter,Oceania to Europe
All Nippon Airways,True,Solo Leisure,Premium Economy,5,5,4,2,4,7,yes,Negative,Winter,Asia to Asia
All Nippon Airways,True,Solo Leisure,Premium Economy,5,5,5,2,1,2,no,Negative,Summer,Asia to America
All Nippon Airways,True,Solo Leisure,Economy Class,5,4,5,4,5,10,yes,Positive,Autumn,Asia to Asia
All Nippon Airways,True,Solo Leisure,Economy Class,1,5,5,4,5,10,yes,Positive,Autumn,Asia to Asia
All Nippon Airways,True,Solo Leisure,Economy Class,5,5,1,3,5,10,yes,Neutral,Winter,Asia to Europe
All Nippon Airways,True,Couple Leisure,Economy Class,5,5,3,3,4,2,no,Positive,Autumn,Asia to America
All Nippon Airways,True,Couple Leisure,Economy Class,5,5,2,3,5,10,yes,Positive,Autumn,Oceania to Asia
All Nippon Airways,False,Solo Leisure,Economy Class,5,5,5,4,5,10,yes,Positive,Autumn,Asia to America
All Nippon Airways,True,Family Leisure,Economy Class,4,5,5,5,5,9,yes,Positive,Autumn,Asia to Asia
All Nippon Airways,True,Couple Leisure,Economy Class,4,5,4,4,5,10,yes,Positive,Autumn,Asia to Asia
All Nippon Airways,True,Family Leisure,Economy Class,4,3,5,5,5,10,yes,Positive,Summer,Asia to America
All Nippon Airways,True,Solo Leisure,Business Class,2,5,4,5,5,10,yes,Positive,Summer,North America to Asia
All Nippon Airways,True,Solo Leisure,Premium Economy,4,5,4,5,5,9,yes,Positive,Spring,North America to Asia
All Nippon Airways,True,Solo Leisure,Economy Class,5,5,5,5,3,5,no,Positive,Spring,Asia to Asia
All Nippon Airways,True,Solo Leisure,Premium Economy,4,5,5,4,4,7,yes,Positive,Spring,Asia to America
All Nippon Airways,True,Solo Leisure,Business Class,5,5,5,5,4,10,yes,Positive,Winter,Asia to Asia
All Nippon Airways,True,Solo Leisure,Economy Class,5,5,5,4,5,9,yes,Positive,Winter,Asia to America
All Nippon Airways,True,Solo Leisure,Economy Class,5,4,5,5,5,10,yes,Positive,Autumn,Asia to America
All Nippon Airways,True,Family Leisure,Economy Class,4,5,5,2,4,9,yes,Positive,Winter,Asia to America
All Nippon Airways,True,Family Leisure,Premium Economy,3,5,5,2,4,9,yes,Positive,Winter,Asia to Asia
All Nippon Airways,True,Family Leisure,Economy Class,4,5,4,5,4,8,yes,Positive,Winter,Asia to Asia
All Nippon Airways,True,Solo Leisure,Economy Class,5,5,4,4,5,9,yes,Positive,Autumn,Asia to Asia
All Nippon Airways,True,Family Leisure,Economy Class,4,5,5,4,5,9,yes,Positive,Summer,Asia to America
All Nippon Airways,True,Couple Leisure,Business Class,5,5,5,4,5,10,yes,Positive,Winter,North America to Asia
All Nippon Airways,True,Solo Leisure,Economy Class,4,5,2,5,5,9,yes,Positive,Spring,Asia to America
All Nippon Airways,True,Couple Leisure,Business Class,5,5,2,4,5,10,yes,Positive,Spring,Asia to Oceania
All Nippon Airways,True,Solo Leisure,Economy Class,5,5,5,5,5,10,yes,Positive,Winter,Asia to Asia
All Nippon Airways,True,Solo Leisure,Economy Class,5,4,5,4,5,10,yes,Positive,Winter,Asia to North America
All Nippon Airways,False,Family Leisure,Economy Class,5,4,4,3,5,10,yes,Positive,Autumn,Oceania to Asia
All Nippon Airways,True,Family Leisure,Economy Class,4,3,5,5,5,9,yes,Positive,Winter,Asia to Asia
All Nippon Airways,True,Business,Premium Economy,2,4,1,4,3,7,yes,Positive,Winter,America to Asia
All Nippon Airways,True,Couple Leisure,Economy Class,5,5,5,3,5,7,yes,Positive,Winter,Asia to Asia
